Record Type,Workflow,Category,Trigger,Action,Arguments,Condition
Medical Expenses Claim,Medical Expense Claim,Record Load1,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5565, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: '', actionScriptId: 'workflowaction16613'});"
Medical Expenses Claim,Medical Expense Claim,State Event1,Entry,Go To Record,Purchase Order,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5652, actionName: 'Go To Record', linkElement: this, actionArguments: 'Purchase Order', actionCondition: '', actionScriptId: 'workflowaction16676'});"
Out Of Station,Out of Station,State Event5,Entry,Set Field Value,Status=Pending CEO Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2561, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending CEO Approval', actionCondition: '', actionScriptId: 'workflowaction14539'});"
Out Of Station,Out of Station,State Event5,Entry,XMessenger (Telegram),"Message='Pending CEO Approval: *' || {name} || '*\n\n' || 'Dear ' || {custrecord_out_st_name_req} || ',\n\nThe Out of Station Request has been approved by your manager.' || '\nIt is now pending the CEO’s approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Requester,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5610, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Pending CEO Approval: *\' || {name} || \'*\\n\\n\' || \'Dear \' || {custrecord_out_st_name_req} || \',\\n\\nThe Out of Station Request has been approved by your manager.\' || \'\\nIt is now pending the CEO’s approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Requester,,,,', actionCondition: '', actionScriptId: 'workflowaction16644'});"
Out Of Station,Out of Station,State Event5,Entry,XMessenger (Telegram),"Message= 'Pending CEO Approval: *' || {name} || '*\n\n' || 'Dear Sir' || ',\nI have approved this Out of Station Request.' || '\nIt is now pending your approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Kweku Asmah,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5624, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message= \'Pending CEO Approval: *\' || {name} || \'*\\n\\n\' || \'Dear Sir\' || \',\\nI have approved this Out of Station Request.\' || \'\\nIt is now pending your approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Kweku Asmah,,,,', actionCondition: '', actionScriptId: 'workflowaction16655'});"
Out Of Station,Out of Station,State Event5,Entry,Send Email,"To: Kweku Asmah, Subject: New Out of Station Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2776, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Kweku Asmah, Subject: New Out of Station Request', actionCondition: '', actionScriptId: 'workflowaction14683'});"
Out Of Station,Out of Station,State Event5,Entry,Set Field Value,Workflow : Next Approver=Kweku Asmah,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4235, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Workflow : Next Approver=Kweku Asmah', actionCondition: '', actionScriptId: 'workflowaction15688'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Set Field Display Type,Rejection Reason = NORMAL,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9452, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Rejection Reason = NORMAL', actionCondition: '', actionScriptId: 'workflowaction19361'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5627, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: '', actionScriptId: 'workflowaction16658'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2562, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User = Kweku Asmah Or User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction14540'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2564, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User = Kweku Asmah,Robert A Maison Jr.', actionScriptId: 'workflowaction14541'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Void,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2649, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Void', actionCondition: 'User = Kweku Asmah,Robert A Maison Jr.', actionScriptId: 'workflowaction14594'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4240, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Kweku Asmah', actionScriptId: 'workflowaction15693'});"
Out Of Station,Out of Station,Scheduled1,Scheduled,XMessenger (Telegram),"Message= 'Pending CEO Approval: *' || {name} || '*\n\n' || 'Dear Sir' || ',\nI have approved this Out of Station Request.' || '\nIt is now pending your approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Kweku Asmah,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10953, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message= \'Pending CEO Approval: *\' || {name} || \'*\\n\\n\' || \'Dear Sir\' || \',\\nI have approved this Out of Station Request.\' || \'\\nIt is now pending your approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Kweku Asmah,,,,', actionCondition: 'Created &gt;= 1/10/2023 12:00 am', actionScriptId: 'workflowaction20164'});"
Out Of Station,Out of Station,State Event5,Entry,Set Field Value,Status=Pending CEO Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2561, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending CEO Approval', actionCondition: '', actionScriptId: 'workflowaction14539'});"
Out Of Station,Out of Station,State Event5,Entry,XMessenger (Telegram),"Message='Pending CEO Approval: *' || {name} || '*\n\n' || 'Dear ' || {custrecord_out_st_name_req} || ',\n\nThe Out of Station Request has been approved by your manager.' || '\nIt is now pending the CEO’s approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Requester,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5610, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Pending CEO Approval: *\' || {name} || \'*\\n\\n\' || \'Dear \' || {custrecord_out_st_name_req} || \',\\n\\nThe Out of Station Request has been approved by your manager.\' || \'\\nIt is now pending the CEO’s approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Requester,,,,', actionCondition: '', actionScriptId: 'workflowaction16644'});"
Out Of Station,Out of Station,State Event5,Entry,XMessenger (Telegram),"Message= 'Pending CEO Approval: *' || {name} || '*\n\n' || 'Dear Sir' || ',\nI have approved this Out of Station Request.' || '\nIt is now pending your approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Kweku Asmah,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5624, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message= \'Pending CEO Approval: *\' || {name} || \'*\\n\\n\' || \'Dear Sir\' || \',\\nI have approved this Out of Station Request.\' || \'\\nIt is now pending your approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Kweku Asmah,,,,', actionCondition: '', actionScriptId: 'workflowaction16655'});"
Out Of Station,Out of Station,State Event5,Entry,Send Email,"To: Kweku Asmah, Subject: New Out of Station Request","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2776, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Kweku Asmah, Subject: New Out of Station Request', actionCondition: '', actionScriptId: 'workflowaction14683'});"
Out Of Station,Out of Station,State Event5,Entry,Set Field Value,Workflow : Next Approver=Kweku Asmah,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4235, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Workflow : Next Approver=Kweku Asmah', actionCondition: '', actionScriptId: 'workflowaction15688'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Set Field Display Type,Rejection Reason = NORMAL,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9452, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Rejection Reason = NORMAL', actionCondition: '', actionScriptId: 'workflowaction19361'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Recall,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5627, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Recall', actionCondition: '', actionScriptId: 'workflowaction16658'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2562, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User = Kweku Asmah Or User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction14540'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2564, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User = Kweku Asmah,Robert A Maison Jr.', actionScriptId: 'workflowaction14541'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Add Button,Label: Void,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2649, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Void', actionCondition: 'User = Kweku Asmah,Robert A Maison Jr.', actionScriptId: 'workflowaction14594'});"
Out Of Station,Out of Station,Record Load6,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4240, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Kweku Asmah', actionScriptId: 'workflowaction15693'});"
Out Of Station,Out of Station,Scheduled1,Scheduled,XMessenger (Telegram),"Message= 'Pending CEO Approval: *' || {name} || '*\n\n' || 'Dear Sir' || ',\nI have approved this Out of Station Request.' || '\nIt is now pending your approval.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Kweku Asmah,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10953, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message= \'Pending CEO Approval: *\' || {name} || \'*\\n\\n\' || \'Dear Sir\' || \',\\nI have approved this Out of Station Request.\' || \'\\nIt is now pending your approval.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Kweku Asmah,,,,', actionCondition: 'Created &gt;= 1/10/2023 12:00 am', actionScriptId: 'workflowaction20164'});"
Out Of Station,Out of Station,State Event3,Entry,Set Field Value,Status=Pending Update,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2570, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending Update', actionCondition: 'Status != Rejected', actionScriptId: 'workflowaction14543'});"
Out Of Station,Out of Station,State Event3,Entry,XMessenger (Telegram),"Message='Request Approved: *' || {name} || '*\n\n' || 'Hello' || ',\n\nI have approved this Out of Station Request.' || '\nKindly take action.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || 'Kweku Asmah',Recipient 1=Sarah Ewur,Recipient 2=Michael Kwablah,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5625, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Request Approved: *\' || {name} || \'*\\n\\n\' || \'Hello\' || \',\\n\\nI have approved this Out of Station Request.\' || \'\\nKindly take action.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || \'Kweku Asmah\',Recipient 1=Sarah Ewur,Recipient 2=Michael Kwablah,,,', actionCondition: 'Status = Approved', actionScriptId: 'workflowaction16656'});"
Out Of Station,Out of Station,State Event3,Entry,Set Field Value,Workflow : Next Approver=null,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 4236, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Workflow : Next Approver=null', actionCondition: '', actionScriptId: 'workflowaction15689'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Add Button,Label: Submit Update to HOD,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8269, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit Update to HOD', actionCondition: 'User = Requester Or User = Requester : Shared Account Or User = Felix Odarlai Mills,James Addo,Joseph O Sai', actionScriptId: 'workflowaction18568'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Destination = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8262, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Destination = INLINE', actionCondition: '', actionScriptId: 'workflowaction18561'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Proposed Number of Days = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8263, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Proposed Number of Days = INLINE', actionCondition: '', actionScriptId: 'workflowaction18562'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Departure Date = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8264, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Departure Date = INLINE', actionCondition: '', actionScriptId: 'workflowaction18563'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Proposed Return Date = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8265, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Proposed Return Date = INLINE', actionCondition: '', actionScriptId: 'workflowaction18564'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Purpose of Travel = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8266, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Purpose of Travel = INLINE', actionCondition: '', actionScriptId: 'workflowaction18565'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Related Project = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8267, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Related Project = INLINE', actionCondition: '', actionScriptId: 'workflowaction18566'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Display Type,Return Date = INLINE,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8268, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'Return Date = INLINE', actionCondition: '', actionScriptId: 'workflowaction18567'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Mandatory,Actual Start Date = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8270, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Actual Start Date = True', actionCondition: '', actionScriptId: 'workflowaction18569'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Set Field Mandatory,Actual End Date = True,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8271, actionName: 'Set Field Mandatory', linkElement: this, actionArguments: 'Actual End Date = True', actionCondition: '', actionScriptId: 'workflowaction18570'});"
Out Of Station,Out of Station,Record Load3,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2571, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User != Requester And User != Requester : Shared Account And User != Felix Odarlai Mills,James Addo,Joseph O Sai', actionScriptId: 'workflowaction14544'});"
Out Of Station,Out of Station,State Event2,Entry,Set Field Value,Status=Pending HOD Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8274, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending HOD Approval', actionCondition: '', actionScriptId: 'workflowaction18571'});"
Out Of Station,Out of Station,State Event2,Entry,Send Email,"To: Requester : HOD, Subject: Out of Station Update","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8276, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Requester : HOD, Subject: Out of Station Update', actionCondition: '', actionScriptId: 'workflowaction18573'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Set Field Display Type,HOD Rejection Reason = NORMAL,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9455, actionName: 'Set Field Display Type', linkElement: this, actionArguments: 'HOD Rejection Reason = NORMAL', actionCondition: '', actionScriptId: 'workflowaction19364'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Approve,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8277, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Approve', actionCondition: 'User = Requester : HOD Or User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction18574'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Reject,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8278, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Reject', actionCondition: 'User = Requester : HOD Or User Role = Administrator,PPA Integration Role', actionScriptId: 'workflowaction18575'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8280, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User = Kweku Asmah', actionScriptId: 'workflowaction18576'});"
Out Of Station,Out of Station,State Event4,Entry,Set Field Value,Status=Approved. Pending Update by Requester.,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8286, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Approved. Pending Update by Requester.', actionCondition: '', actionScriptId: 'workflowaction18580'});"
Out Of Station,Out of Station,State Event4,Entry,Send Email,"To: Requester, Subject: Out of Station - Approved!","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 2732, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Requester, Subject: Out of Station - Approved!', actionCondition: 'Requester : E-mail Is Not Empty', actionScriptId: 'workflowaction14653'});"
Out Of Station,Out of Station,State Event4,Entry,XMessenger (Telegram),"Message='Request Approved: *' || {name} || '*\n\n' || 'Hello ' || {custrecord_out_st_name_req} || ',\n\nI have approved your Out of Station Request.' || '\nKindly create an Expense Report.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nRegards,\n' || 'Kweku Asmah',Recipient 1=Requester,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 5423, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Request Approved: *\' || {name} || \'*\\n\\n\' || \'Hello \' || {custrecord_out_st_name_req} || \',\\n\\nI have approved your Out of Station Request.\' || \'\\nKindly create an Expense Report.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nRegards,\\n\' || \'Kweku Asmah\',Recipient 1=Requester,,,,', actionCondition: 'Status = Approved', actionScriptId: 'workflowaction16515'});"
Out Of Station,Out of Station,State Event4,Entry,Set Field Value,Date Completed=today,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 10904, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Date Completed=today', actionCondition: 'Date Completed Is Empty', actionScriptId: 'workflowaction20122'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Create Expense Report,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9007, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Create Expense Report', actionCondition: 'User = Requester Or User = Felix Odarlai Mills,James Addo,Joseph O Sai', actionScriptId: 'workflowaction19062'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Submit Update to HOD,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9197, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Submit Update to HOD', actionCondition: 'User = Requester Or User = Felix Odarlai Mills,James Addo,Joseph O Sai', actionScriptId: 'workflowaction19188'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Add Button,Label: Book Another Trip,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9216, actionName: 'Add Button', linkElement: this, actionArguments: 'Label: Book Another Trip', actionCondition: 'User = Requester Or User = Felix Odarlai Mills,James Addo,Joseph O Sai', actionScriptId: 'workflowaction19201'});"
Out Of Station,Out of Station,Record Load4,Before Record Load,Lock Record,,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8281, actionName: 'Lock Record', linkElement: this, actionArguments: '', actionCondition: 'User Role != HR/Admin Employee Center_Social', actionScriptId: 'workflowaction18577'});"
Out Of Station,Out of Station,State Event2,Entry,Set Field Value,Status=Rejected,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8284, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Rejected', actionCondition: '', actionScriptId: 'workflowaction18578'});"
Out Of Station,Out of Station,State Event2,Entry,XMessenger (Telegram),"Message='Request Rejected: *' || {name} || '*\n\n' || 'Hello ' || {custrecord_out_st_name_req} || ',\n\nI have rejected your Out of Station Request.' || '\nKindly see me.' || '\n\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=' || {id} || '&whence=)' ||  '\n\nKind regards,\n' || {user.firstname} || ' ' || {user.lastname},Recipient 1=Requester,,,,","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 8285, actionName: 'XMessenger (Telegram)', linkElement: this, actionArguments: 'Message=\'Request Rejected: *\' || {name} || \'*\\n\\n\' || \'Hello \' || {custrecord_out_st_name_req} || \',\\n\\nI have rejected your Out of Station Request.\' || \'\\nKindly see me.\' || \'\\n\\n[View Request](https://4891605.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=1145&id=\' || {id} || \'&whence=)\' ||  \'\\n\\nKind regards,\\n\' || {user.firstname} || \' \' || {user.lastname},Recipient 1=Requester,,,,', actionCondition: '', actionScriptId: 'workflowaction18579'});"
Out Of Station,Out of Station,State Event4,Entry,Set Field Value,Status=Pending HR Manager Approval,"NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9011, actionName: 'Set Field Value', linkElement: this, actionArguments: 'Status=Pending HR Manager Approval', actionCondition: '', actionScriptId: 'workflowaction19064'});"
Out Of Station,Out of Station,State Event4,Entry,Send Email,"To: Winnie Wekete Sinabisi, Subject: New Out of Station","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9072, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Winnie Wekete Sinabisi, Subject: New Out of Station', actionCondition: '', actionScriptId: 'workflowaction19111'});"
Out Of Station,Out of Station,State Event4,Entry,Send Email,"To: Sarah Ewur, Subject: New Out of Station","NS.event.dispatch(SharedComponents.config.event.SHOW_ACTION_TOOLTIP, {actionId: 9074, actionName: 'Send Email', linkElement: this, actionArguments: 'To: Sarah Ewur, Subject: New Out of Station', actionCondition: 'Means of Transport = Air,Bus', actionScriptId: 'workflowaction19113'});"
